allo	7	10	5	 pA_B	
j	1	2	1	 pA_I	
ai	1	2	1	 pA_I	
entend-	1	2	1	 pA_I	
j	30	1	29	 pA_I	
ai	30	1	29	 pA_I	
entendu	1	1	30	 pA_I	
euh	29	30	29	 pA_I	
évidemment	30	1	29	 pA_I	
les	29	29	29	 pA_I	
les	 NA	 NA	 NA	 pA_I	
le	 NA	 NA	 NA	 pA_I	
le	 NA	 NA	 NA	 pA_I	
candidat	29	30	29	 pA_I	
de	29	30	29	 pA_I	
l	30	30	29	 pA_I	
UMP	30	30	29	 pA_I	
se	30	30	30	 pA_I	
réjouir	29	30	29	 pA_I	
de	29	29	29	 pA_I	
son	7	20	29	 pA_I	
élection	2	5	29	 pA_I	
euh	29	29	29	 pA_I	
les	30	1	29	 pA_I	
les	29	30	29	 pA_I	
candidats	1	1	29	 pA_I	
et	29	30	29	 pA_I	
et	29	29	29	 pA_I	
certains	30	30	29	 pA_I	
dirigeants	30	30	29	 pA_I	
du	30	30	29	 pA_I	
PS	30	1	29	 pA_I	
euh	29	1	29	 pA_I	
tenter	30	30	30	 pA_I	
d	30	1	29	 pA_I	
expliquer	30	1	29	 pA_I	
pour	29	30	29	 pA_I	
quelles	30	30	30	 pA_I	
raisons	30	1	29	 pA_I	
ils	30	30	30	 pA_I	
avaient	30	30	30	 pA_I	
été	30	30	30	 pA_I	
éliminés	29	30	29	 pA_I	
au	29	29	29	 pA_I	
premier	1	1	29	 pA_I	
tour	3	4	1	 pA_I	
alors	30	30	29	 pA_I	
on	30	30	30	 pA_I	
a	30	30	30	 pA_I	
eu	1	1	30	 pA_I	
euh	29	30	29	 pA_I	
l	30	1	29	 pA_I	
effet	30	1	29	 pA_I	
Cahuzac	1	2	30	 pA_I	
on	30	1	30	 pA_I	
a	30	30	30	 pA_I	
eu	1	1	30	 pA_I	
euh	30	30	30	 pA_I	
les	30	1	29	 pA_I	
candidatures	1	1	29	 pA_I	
pea-	30	1	29	 pA_I	
euh	30	30	29	 pA_I	
parasitaires	1	2	29	 pA_I	
euh	30	30	29	 pA_I	
on	30	1	29	 pA_I	
on	30	30	29	 pA_I	
sait	30	1	30	 pA_I	
pas	1	1	29	 pA_I	
trop	6	22	30	 pA_I	
euh	30	1	29	 pA_L	
	 	 	 	 	 
c	29	30	29	 pA_B	
est	29	30	29	 pA_I	
pas	2	3	30	 pA_I	
ça	4	4	4	 pA_I	
la	3	4	3	 pA_I	
vraie	2	3	2	 pA_I	
raison	2	3	1	 pA_I	
pour	2	3	1	 pA_I	
vous	1	1	30	 pA_L	
	 	 	 	 	 
ah	30	1	29	 pA_B	
ben	1	1	1	 pA_I	
je	2	3	2	 pA_I	
je	1	3	30	 pA_I	
je	1	2	30	 pA_I	
je	1	1	1	 pA_I	
pense	2	3	29	 pA_I	
que	1	2	30	 pA_I	
le	30	1	29	 pA_I	
et	30	30	29	 pA_I	
il	30	1	30	 pA_I	
faut	1	1	30	 pA_I	
peut	 NA	 NA	 NA	 pA_I	
être	1	1	30	 pA_I	
pas	1	1	1	 pA_I	
isoler	1	1	29	 pA_I	
euh	29	30	29	 pA_I	
cette	30	1	30	 pA_I	
élection	30	1	29	 pA_I	
euh	2	22	29	 pA_I	
à	29	29	29	 pA_I	
Villeneuve	29	30	29	 pA_I	
sur	1	1	29	 pA_I	
Lot	2	3	29	 pA_I	
euh	30	30	29	 pA_I	
des	30	1	29	 pA_I	
huit	1	2	30	 pA_I	
euh	30	1	29	 pA_I	
partielles	1	1	29	 pA_I	
qui	30	30	29	 pA_I	
viennent	30	1	29	 pA_I	
de	30	30	29	 pA_I	
se	29	30	29	 pA_I	
dérouler	2	5	29	 pA_I	
et	30	1	30	 pA_I	
au	30	1	30	 pA_I	
cours	1	1	30	 pA_I	
desquelles	2	3	30	 pA_I	
euh	1	1	29	 pA_I	
on	30	1	29	 pA_I	
on	1	1	30	 pA_I	
a	2	3	30	 pA_I	
quand	30	1	29	 pA_I	
même	1	2	1	 pA_I	
euh	30	1	29	 pA_I	
un	 NA	 NA	 NA	 pA_I	
symptôme	1	3	30	 pA_I	
d	30	30	29	 pA_I	
un	30	30	29	 pA_I	
malaise	1	2	29	 pA_I	
qui	1	2	1	 pA_I	
est	2	3	1	 pA_I	
considérable	1	3	29	 pA_I	
qui	30	1	30	 pA_I	
est	2	3	1	 pA_I	
considérable	3	19	29	 pA_I	
hein	30	1	30	 pA_L	
	 	 	 	 	 
ben	2	2	2	 pA_B	
à	2	2	2	 pA_I	
chaque	1	1	30	 pA_I	
fois	1	3	29	 pA_I	
la	1	3	1	 pA_I	
droite	2	3	30	 pA_I	
l	2	2	1	 pA_I	
a	2	2	1	 pA_I	
emporté	1	2	1	 pA_I	
hein	1	1	1	 pA_L	
	 	 	 	 	 
alors	1	1	30	 pA_B	
y	1	1	1	 pA_I	
a	2	2	1	 pA_I	
le	2	2	1	 pA_I	
taux	2	3	1	 pA_I	
d	3	5	1	 pA_I	
abstention	3	5	1	 pA_I	
qui	30	30	30	 pA_I	
démontre	1	2	29	 pA_I	
que	1	1	30	 pA_I	
euh	30	30	29	 pA_I	
ben	30	30	29	 pA_I	
les	30	30	30	 pA_I	
gens	2	2	30	 pA_I	
euh	30	1	29	 pA_I	
ne	30	1	30	 pA_I	
s	1	2	30	 pA_I	
intéressent	1	2	30	 pA_I	
plus	5	15	2	 pA_I	
à	2	19	29	 pA_I	
à	6	19	29	 pA_I	
ce	30	1	30	 pA_I	
type	2	4	30	 pA_I	
de	30	3	29	 pA_I	
de	1	2	30	 pA_I	
joutes	1	21	29	 pA_I	
hein	30	1	30	 pA_L	
euh	30	1	30	 pA_B	
leur	1	3	30	 pA_I	
désespoir	2	3	30	 pA_I	
est	1	1	30	 pA_I	
tel	3	6	30	 pA_I	
leur	30	1	29	 pA_I	
euh	30	1	30	 pA_I	
anxiété	1	1	30	 pA_I	
est	1	1	30	 pA_I	
telle	3	5	30	 pA_I	
euh	1	1	1	 pA_I	
leur	1	1	1	 pA_I	
découragement	2	4	29	 pA_I	
je	1	3	30	 pA_I	
crois	2	2	30	 pA_I	
euh	1	1	30	 pA_I	
par	30	1	29	 pA_I	
rapport	1	1	30	 pA_I	
euh	30	1	30	 pA_I	
à	30	30	30	 pA_I	
ce	30	30	29	 pA_I	
qui	29	29	29	 pA_I	
leur	1	1	30	 pA_I	
est	1	1	1	 pA_I	
proposé	1	1	30	 pA_I	
est	30	30	29	 pA_I	
tel	4	5	2	 pA_I	
que	3	3	1	 pA_I	
euh	1	2	1	 pA_I	
aujourdhui	1	4	1	 pA_I	
l	2	4	29	 pA_I	
offre	2	4	29	 pA_I	
politique	2	4	29	 pA_I	
euh	1	1	30	 pA_I	
ne	1	1	1	 pA_I	
leur	1	1	1	 pA_I	
permet	1	1	29	 pA_I	
plus	30	1	30	 pA_I	
de	30	30	30	 pA_I	
se	1	1	30	 pA_I	
déplacer	2	5	30	 pA_I	
quels	2	4	30	 pA_I	
que	4	4	3	 pA_I	
soient	3	4	3	 pA_I	
les	2	3	2	 pA_I	
enjeux	3	5	1	 pA_I	
et	1	1	1	 pA_I	
y	1	1	1	 pA_I	
compris	2	4	30	 pA_I	
à	1	2	30	 pA_I	
une	1	1	30	 pA_I	
époque	1	2	29	 pA_I	
bon	1	1	30	 pA_I	
quand	30	1	29	 pA_I	
il	 NA	 NA	 NA	 pA_I	
y	29	29	29	 pA_I	
avait	30	1	29	 pA_I	
un	30	30	29	 pA_I	
duel	1	1	30	 pA_I	
euh	30	1	30	 pA_I	
FN	30	1	29	 pA_I	
euh	30	30	30	 pA_I	
UMP	1	1	29	 pA_I	
ben	1	1	30	 pA_I	
les	30	30	29	 pA_I	
gens	30	1	30	 pA_I	
ils	30	1	29	 pA_I	
venaient	3	4	29	 pA_I	
euh	30	1	29	 pA_I	
s	2	4	29	 pA_I	
exprimer	2	4	29	 pA_I	
pour	1	2	29	 pA_I	
dire	1	1	29	 pA_I	
euh	30	30	29	 pA_I	
bon	1	1	29	 pA_I	
euh	29	30	29	 pA_I	
euh	29	30	29	 pA_I	
nous	30	1	29	 pA_I	
on	30	1	29	 pA_I	
on	29	30	29	 pA_I	
on	30	30	29	 pA_I	
on	30	30	30	 pA_I	
on	29	30	29	 pA_I	
préfère	1	1	29	 pA_I	
euh	1	1	30	 pA_I	
untel	1	1	30	 pA_I	
plutôt	1	1	30	 pA_I	
qu	3	5	30	 pA_I	
untel	3	5	30	 pA_I	
euh	1	1	1	 pA_I	
bon	1	2	29	 pA_L	
de	1	1	1	 pA_B	
tout	1	2	1	 pA_I	
ça	4	5	4	 pA_I	
on	2	4	1	 pA_I	
n	1	3	1	 pA_I	
a	1	3	1	 pA_I	
rien	2	3	1	 pA_I	
eu	2	3	30	 pA_I	
hein	30	30	30	 pA_I	
c	30	30	30	 pA_I	
est	30	30	30	 pA_I	
à	30	30	30	 pA_I	
dire	1	1	30	 pA_I	
que	1	1	30	 pA_I	
on	30	1	30	 pA_I	
on	1	1	30	 pA_I	
a	3	4	30	 pA_I	
euh	1	1	30	 pA_I	
aujourd	1	3	30	 pA_I	
hui	1	3	30	 pA_I	
une	3	4	1	 pA_I	
espèce	1	2	29	 pA_I	
de	1	1	30	 pA_I	
tétanisation	2	4	29	 pA_I	
de	1	2	1	 pA_I	
la	1	1	1	 pA_I	
situation	2	4	30	 pA_I	
avec	1	2	30	 pA_I	
des	30	1	30	 pA_I	
gens	2	3	1	 pA_I	
totalement	2	4	1	 pA_I	
désespérés	2	5	1	 pA_I	
et	3	4	1	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qui	1	1	1	 pA_I	
est	30	1	29	 pA_I	
à	29	30	29	 pA_I	
mon	30	1	30	 pA_I	
sens	1	1	30	 pA_I	
extrêmement	1	2	1	 pA_I	
inquiétant	2	4	30	 pA_I	
c	30	1	30	 pA_I	
est	30	1	30	 pA_I	
euh	30	30	29	 pA_I	
le	30	30	29	 pA_I	
fait	6	22	30	 pA_I	
que	1	2	29	 pA_I	
ceux	3	4	29	 pA_I	
qui	1	2	1	 pA_I	
aujourd	1	1	30	 pA_I	
hui	1	1	30	 pA_I	
dirigent	1	1	29	 pA_I	
le	30	30	29	 pA_I	
pays	3	5	29	 pA_I	
ne	1	2	1	 pA_I	
prennent	1	1	29	 pA_I	
pas	8	18	30	 pA_I	
en	1	1	30	 pA_I	
compte	5	22	29	 pA_I	
euh	1	1	1	 pA_I	
ce	30	1	29	 pA_I	
ce	30	30	29	 pA_I	
ts-	30	30	29	 pA_I	
ces	1	1	1	 pA_I	
tsunamis	3	5	30	 pA_I	
progressifs	8	22	1	 pA_L	
	 	 	 	 	 
hm	2	22	1	 pA_U	
	 	 	 	 	 
hein	1	1	29	 pA_B	
avec	1	1	30	 pA_I	
euh	30	30	29	 pA_I	
avec	30	30	29	 pA_I	
euh	30	30	29	 pA_I	
des	29	30	29	 pA_I	
des	30	30	29	 pA_I	
retombées	1	1	30	 pA_I	
et	30	1	30	 pA_I	
diverses	30	1	29	 pA_I	
euh	30	30	29	 pA_I	
euh	30	30	29	 pA_I	
répliques	3	5	30	 pA_I	
euh	1	1	1	 pA_I	
qui	1	1	30	 pA_I	
euh	1	1	30	 pA_I	
qui	30	1	30	 pA_I	
secouent	2	4	29	 pA_I	
le	1	4	30	 pA_I	
le	30	30	29	 pA_I	
pays	4	6	29	 pA_I	
hein	1	1	29	 pA_I	
et	30	30	29	 pA_I	
des	30	1	30	 pA_I	
kl-	30	1	30	 pA_I	
bon	1	1	30	 pA_I	
on	30	30	29	 pA_I	
r-	1	1	29	 pA_I	
pourra	1	2	29	 pA_I	
reprendre	2	17	29	 pA_I	
les	1	1	1	 pA_I	
explications	1	1	30	 pA_I	
tout	1	1	30	 pA_I	
à	2	3	2	 pA_I	
l	4	5	2	 pA_I	
heure	4	5	2	 pA_I	
mais	1	2	30	 pA_I	
je	30	30	29	 pA_I	
pense	30	1	29	 pA_I	
qu	 NA	 NA	 NA	 pA_I	
il	 NA	 NA	 NA	 pA_I	
y	1	1	30	 pA_I	
en	1	1	1	 pA_I	
a	3	5	1	 pA_I	
hein	1	1	30	 pA_L	
	 	 	 	 	 
le	2	3	1	 pA_B	
euh	1	2	1	 pA_I	
vous	2	2	1	 pA_I	
y	2	2	1	 pA_I	
avez	2	2	1	 pA_I	
fait	1	2	1	 pA_I	
allusion	3	5	1	 pA_I	
mais	2	4	1	 pA_I	
pour	1	2	1	 pA_I	
parler	1	1	1	 pA_I	
du	1	1	1	 pA_I	
front	2	2	1	 pA_I	
républicain	1	2	1	 pA_I	
par	1	1	1	 pA_I	
exemple	1	1	1	 pA_I	
clairement	3	5	1	 pA_I	
je	4	4	4	 pA_I	
posais	2	2	1	 pA_I	
en	1	2	1	 pA_I	
en	2	2	2	 pA_I	
introduction	1	2	1	 pA_I	
cette	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
cette	3	12	1	 pA_I	
question	4	6	2	 pA_I	
est	4	5	3	 pA_I	
ce	3	3	3	 pA_I	
que	4	4	4	 pA_I	
il	2	2	2	 pA_I	
était	2	2	1	 pA_I	
mort	4	5	1	 pA_I	
et	1	2	1	 pA_I	
définitivement	2	3	1	 pA_I	
mort	3	5	1	 pA_I	
ce	2	2	2	 pA_I	
front	2	3	1	 pA_I	
républicain	2	5	1	 pA_I	
quand	3	4	2	 pA_I	
on	3	3	3	 pA_I	
voit	4	5	3	 pA_I	
par	3	3	3	 pA_I	
exemple	3	4	2	 pA_I	
qu	2	3	2	 pA_I	
entre	2	3	2	 pA_I	
les	2	2	2	 pA_I	
deux	2	2	2	 pA_I	
tours	2	3	2	 pA_I	
le	2	3	1	 pA_I	
Front	4	4	3	 pA_I	
de	4	4	3	 pA_I	
Gauche	5	13	3	 pA_I	
Europe	4	5	3	 pA_I	
Écologie	3	3	2	 pA_I	
euh	1	1	1	 pA_I	
n	2	2	1	 pA_I	
ont	2	2	1	 pA_I	
pas	2	3	1	 pA_I	
clairement	4	5	3	 pA_I	
appelé	2	3	1	 pA_I	
à	2	2	1	 pA_I	
voter	1	2	1	 pA_I	
pour	1	1	1	 pA_I	
le	1	1	1	 pA_I	
candidat	1	1	1	 pA_I	
de	1	1	1	 pA_I	
l	3	6	1	 pA_I	
UMP	3	6	1	 pA_I	
ce	5	5	4	 pA_I	
qui	2	2	2	 pA_I	
se	2	2	2	 pA_I	
fait	2	2	2	 pA_I	
en	1	2	1	 pA_I	
en	1	2	1	 pA_I	
général	1	1	1	 pA_I	
de	1	1	1	 pA_I	
manière	1	1	30	 pA_I	
classique	3	6	2	 pA_I	
du	2	4	2	 pA_I	
côté	2	2	2	 pA_I	
du	2	2	1	 pA_I	
PS	2	2	1	 pA_I	
on	1	1	1	 pA_I	
a	1	1	1	 pA_I	
été	1	1	1	 pA_I	
un	1	1	1	 pA_I	
peu	1	1	30	 pA_I	
plus	1	1	1	 pA_I	
clair	4	6	1	 pA_I	
mais	4	5	3	 pA_I	
enfin	5	6	4	 pA_I	
depuis	3	5	2	 pA_I	
hier	6	8	3	 pA_I	
y	3	5	3	 pA_I	
a	2	3	2	 pA_I	
y	2	3	2	 pA_I	
a	3	3	2	 pA_I	
deux	5	6	3	 pA_I	
députés	3	6	30	 pA_I	
PS	4	7	2	 pA_I	
par	3	3	2	 pA_I	
exemple	4	7	2	 pA_I	
qui	3	3	2	 pA_I	
disent	4	6	2	 pA_I	
euh	2	3	2	 pA_I	
ben	2	2	2	 pA_I	
il	2	2	2	 pA_I	
est	2	2	1	 pA_I	
temps	5	7	30	 pA_I	
qu	3	3	2	 pA_I	
on	3	3	2	 pA_I	
remette	3	5	2	 pA_I	
en	3	4	2	 pA_I	
cause	4	6	2	 pA_I	
peut	3	3	2	 pA_I	
être	4	4	4	 pA_I	
notre	3	4	2	 pA_I	
stratégie	2	5	1	 pA_I	
d	3	5	2	 pA_I	
appel	3	5	2	 pA_I	
à	3	4	2	 pA_I	
un	2	2	1	 pA_I	
front	4	4	1	 pA_I	
euh	2	3	2	 pA_I	
républicain	2	4	1	 pA_I	
euh	1	2	1	 pA_I	
c	2	3	1	 pA_I	
était	2	3	1	 pA_I	
jusque	2	3	1	 pA_I	
là	2	3	1	 pA_I	
du	2	3	2	 pA_I	
jamais	1	2	1	 pA_I	
vu	2	3	1	 pA_I	
au	3	3	2	 pA_I	
sein	2	2	2	 pA_I	
du	1	2	1	 pA_I	
parti	1	1	1	 pA_I	
socialiste	1	2	1	 pA_I	
Jean	1	1	1	 pA_I	
Louis	1	1	1	 pA_I	
Bernard	30	1	30	 pA_L	
	 	 	 	 	 
oui	2	2	2	 pA_B	
je	2	2	1	 pA_I	
crois	2	3	1	 pA_I	
que	1	2	1	 pA_I	
le	1	2	1	 pA_I	
front	2	2	1	 pA_I	
républicain	1	2	30	 pA_I	
n	1	1	1	 pA_I	
est	1	1	1	 pA_I	
peut	30	1	30	 pA_I	
être	1	1	30	 pA_I	
pas	1	1	1	 pA_I	
mort	2	3	1	 pA_I	
mais	1	2	1	 pA_I	
il	1	1	1	 pA_I	
est	2	2	1	 pA_I	
fortement	1	2	1	 pA_I	
agonisant	1	2	29	 pA_L	
	 	 	 	 	 
hm	1	1	1	 pA_U	
	 	 	 	 	 
on	2	2	1	 pA_B	
doit	2	2	1	 pA_I	
essayer	2	2	30	 pA_I	
d	3	6	1	 pA_I	
amener	3	6	1	 pA_I	
à	2	3	1	 pA_I	
soi	5	22	30	 pA_I	
les	2	2	1	 pA_I	
électeurs	2	5	1	 pA_I	
et	1	1	1	 pA_I	
les	1	1	1	 pA_I	
électrices	3	6	30	 pA_I	
par	1	1	1	 pA_I	
des	1	2	1	 pA_I	
propositions	1	3	29	 pA_I	
par	1	2	1	 pA_I	
un	2	2	1	 pA_I	
mode	2	2	1	 pA_I	
de	2	2	1	 pA_I	
vie	1	2	30	 pA_I	
par	2	2	1	 pA_I	
une	2	2	2	 pA_I	
morale	1	2	30	 pA_I	
mais	2	2	1	 pA_I	
pas	2	3	1	 pA_I	
appeler	2	2	30	 pA_I	
à	1	1	1	 pA_I	
voter	1	2	30	 pA_I	
contre	6	21	1	 pA_L	
en	5	5	4	 pA_B	
plus	1	4	30	 pA_I	
de	30	30	29	 pA_I	
ça	1	5	30	 pA_I	
euh	1	1	29	 pA_I	
le	29	30	29	 pA_I	
français	4	6	1	 pA_I	
euh	1	2	29	 pA_I	
en	1	2	1	 pA_I	
général	1	2	1	 pA_I	
n	1	3	29	 pA_I	
écoute	1	3	29	 pA_I	
absolument	2	5	29	 pA_I	
pas	1	1	30	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qu	2	4	1	 pA_I	
on	2	4	1	 pA_I	
dit	5	6	3	 pA_I	
et	1	2	1	 pA_I	
bien	4	6	1	 pA_I	
au	4	6	2	 pA_I	
contraire	3	7	1	 pA_I	
si	6	6	5	 pA_I	
on	5	5	4	 pA_I	
lui	3	4	3	 pA_I	
dit	3	3	2	 pA_I	
de	2	2	2	 pA_I	
faire	4	5	4	 pA_I	
ça	4	5	3	 pA_I	
ben	5	5	3	 pA_I	
on	5	5	4	 pA_I	
va	4	4	2	 pA_I	
voter	2	2	1	 pA_I	
contre	1	1	30	 pA_L	
regardez	2	3	1	 pA_B	
ce	2	2	1	 pA_I	
qui	2	2	2	 pA_I	
s	1	2	1	 pA_I	
est	1	2	1	 pA_I	
passé	5	18	30	 pA_I	
vous	 NA	 NA	 NA	 pA_I	
vous	1	1	1	 pA_I	
souvenez	3	3	2	 pA_I	
pour	2	3	1	 pA_I	
le	1	1	1	 pA_I	
traité	1	3	30	 pA_I	
européen	1	2	30	 pA_I	
avec	1	2	1	 pA_I	
tous	1	2	30	 pA_I	
les	1	1	1	 pA_I	
médias	1	2	30	 pA_I	
qui	1	1	30	 pA_I	
étaient	1	1	30	 pA_I	
pour	2	3	1	 pA_I	
toutes	1	2	1	 pA_I	
les	1	1	30	 pA_I	
élites	1	2	30	 pA_I	
bien	1	1	1	 pA_I	
pensantes	4	5	1	 pA_I	
et	5	6	4	 pA_I	
les	3	4	2	 pA_I	
français	2	4	1	 pA_I	
ont	3	4	2	 pA_I	
voté	1	2	30	 pA_I	
contre	1	1	1	 pA_I	
bon	30	30	29	 pA_L	
premier	3	3	2	 pA_B	
élément	1	2	29	 pA_L	
deuxième	3	6	1	 pA_B	
élément	3	4	1	 pA_I	
et	4	4	3	 pA_I	
c	3	3	3	 pA_I	
est	3	3	3	 pA_I	
là	3	4	3	 pA_I	
où	3	4	2	 pA_I	
je	2	2	2	 pA_I	
suis	6	22	1	 pA_I	
pas	29	29	29	 pA_I	
tout	5	6	5	 pA_I	
d	3	5	1	 pA_I	
accord	3	5	1	 pA_I	
tout	3	3	2	 pA_I	
à	2	3	2	 pA_I	
fait	2	2	1	 pA_I	
d	1	2	1	 pA_I	
accord	1	2	1	 pA_I	
avec	1	1	1	 pA_I	
vous	3	5	1	 pA_I	
vous	2	3	1	 pA_I	
parlez	2	3	1	 pA_I	
d	1	2	1	 pA_I	
une	1	2	1	 pA_I	
importante	2	4	29	 pA_I	
abstention	3	5	1	 pA_I	
elle	3	3	2	 pA_I	
n	3	3	1	 pA_I	
est	3	3	1	 pA_I	
pas	 NA	 NA	 NA	 pA_I	
si	3	4	2	 pA_I	
importante	1	2	29	 pA_I	
que	 NA	 NA	 NA	 pA_I	
ça	30	30	30	 pA_L	
elle	3	4	2	 pA_B	
est	4	5	3	 pA_I	
de	3	3	2	 pA_I	
cinquante	5	18	2	 pA_I	
quatre	4	5	2	 pA_I	
pour	2	5	29	 pA_I	
cent	2	4	30	 pA_I	
l	1	2	30	 pA_I	
abstention	1	2	30	 pA_L	
je	2	2	1	 pA_B	
rappelle	3	5	1	 pA_I	
que	2	2	1	 pA_I	
dans	1	2	1	 pA_I	
les	1	1	1	 pA_I	
circonscriptions	5	20	1	 pA_I	
du	1	1	1	 pA_I	
Loiret	2	7	1	 pA_I	
dans	1	2	1	 pA_I	
les	1	1	30	 pA_I	
six	5	5	4	 pA_I	
circon-	2	4	1	 pA_I	
les	1	2	1	 pA_I	
cinq	4	5	1	 pA_I	
circonscriptions	4	19	30	 pA_I	
l	3	5	2	 pA_I	
abstention	3	5	2	 pA_I	
était	3	4	2	 pA_I	
de	2	2	2	 pA_I	
l	3	5	2	 pA_I	
ordre	3	5	2	 pA_I	
de	2	2	2	 pA_I	
soixante	4	6	1	 pA_I	
pour	2	3	1	 pA_I	
cent	1	1	29	 pA_L	
	 	 	 	 	 
quarante	4	5	3	 pA_B	
huit	6	6	5	 pA_I	
pour	4	5	4	 pA_I	
cent	3	4	3	 pA_I	
pardon	2	2	2	 pA_I	
l	2	2	1	 pA_I	
abstention	2	2	1	 pA_I	
vous	3	5	1	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
quarante	1	2	1	 pA_I	
huit	2	2	1	 pA_I	
pour	3	4	3	 pA_I	
cent	3	3	2	 pA_I	
seulement	3	4	2	 pA_I	
l	3	4	2	 pA_I	
absten-	3	4	2	 pA_I	
enfin	 NA	 NA	 NA	 pA_I	
seulement	3	4	1	 pA_I	
entre	2	4	1	 pA_I	
guillemets	4	8	1	 pA_I	
parce	3	8	30	 pA_I	
que	3	8	30	 pA_I	
pour	4	4	3	 pA_I	
ce	3	4	2	 pA_I	
genre	5	5	4	 pA_I	
d	4	5	3	 pA_I	
élections	4	5	3	 pA_I	
en	3	3	1	 pA_I	
cours	4	4	2	 pA_I	
de	4	4	3	 pA_I	
route	5	8	3	 pA_I	
c	3	3	3	 pA_I	
est	3	3	3	 pA_I	
vrai	4	5	2	 pA_I	
que	2	2	2	 pA_I	
c	2	3	2	 pA_I	
est	2	3	2	 pA_I	
encore	2	5	1	 pA_I	
plus	2	3	1	 pA_I	
fort	3	6	2	 pA_I	
en	2	2	2	 pA_I	
général	1	2	1	 pA_L	
	 	 	 	 	 
peut	2	4	1	 pA_B	
pas	4	5	4	 pA_I	
dire	5	6	3	 pA_I	
et	4	5	3	 pA_I	
et	2	3	2	 pA_I	
et	2	2	1	 pA_I	
en	2	2	1	 pA_I	
général	2	4	2	 pA_I	
une	2	3	1	 pA_I	
partielle	4	5	1	 pA_I	
y	2	2	1	 pA_I	
a	2	2	2	 pA_I	
beaucoup	3	5	1	 pA_I	
d	1	3	29	 pA_I	
abstention	1	3	29	 pA_L	
cela	4	5	3	 pA_B	
veut	3	3	2	 pA_I	
dire	2	2	30	 pA_I	
quoi	1	2	30	 pA_L	
cela	3	3	2	 pA_B	
veut	3	3	2	 pA_I	
dire	2	3	1	 pA_I	
que	1	2	1	 pA_I	
ben	1	2	1	 pA_I	
le	1	2	30	 pA_I	
PS	2	3	1	 pA_I	
euh	1	1	1	 pA_I	
a	1	1	30	 pA_I	
pris	3	3	2	 pA_I	
vraiment	2	3	1	 pA_I	
une	1	3	30	 pA_I	
claque	4	5	30	 pA_I	
un	1	1	1	 pA_I	
aller	2	4	1	 pA_I	
et	3	3	3	 pA_I	
retour	1	1	30	 pA_L	
bien	1	1	1	 pA_B	
non	1	2	29	 pA_I	
un	2	2	2	 pA_I	
simple	1	2	1	 pA_I	
aller	1	2	30	 pA_I	
d	1	1	30	 pA_I	
ailleurs	1	1	30	 pA_I	
parce	 NA	 NA	 NA	 pA_I	
qu	 NA	 NA	 NA	 pA_I	
il	 NA	 NA	 NA	 pA_I	
n	1	1	1	 pA_I	
a	1	1	1	 pA_I	
pas	1	2	29	 pA_I	
été	1	2	1	 pA_I	
au	2	2	2	 pA_I	
deuxième	1	2	29	 pA_I	
tour	30	30	29	 pA_I	
bon	1	1	30	 pA_L	
l	3	5	1	 pA_B	
UMP	3	5	1	 pA_I	
n	1	1	1	 pA_I	
a	1	1	1	 pA_I	
aucune	4	8	1	 pA_I	
raison	2	5	30	 pA_I	
de	1	2	1	 pA_I	
faire	3	4	1	 pA_I	
un	1	2	30	 pA_I	
triomphe	2	3	29	 pA_L	
je	2	2	1	 pA_B	
crois	3	5	2	 pA_I	
que	1	2	1	 pA_I	
le	1	2	1	 pA_I	
grand	2	4	1	 pA_I	
gagnant	3	5	1	 pA_I	
il	3	5	2	 pA_I	
faut	4	4	4	 pA_I	
le	3	4	2	 pA_I	
reconnaître	2	5	29	 pA_I	
et	 NA	 NA	 NA	 pA_I	
c	1	1	1	 pA_I	
est	1	1	1	 pA_I	
moi	1	1	1	 pA_I	
qui	1	1	1	 pA_I	
le	1	1	1	 pA_I	
dis	1	2	1	 pA_I	
dieu	1	2	1	 pA_I	
sait	1	2	1	 pA_I	
si	1	1	1	 pA_I	
j	1	1	30	 pA_I	
ai	1	1	30	 pA_I	
pris	1	2	29	 pA_I	
des	3	3	2	 pA_I	
positions	4	20	30	 pA_I	
en	1	1	1	 pA_I	
général	1	2	1	 pA_I	
anti	2	4	30	 pA_I	
Front	2	2	2	 pA_I	
National	3	16	1	 pA_I	
en	1	1	30	 pA_I	
tant	1	2	30	 pA_I	
que	1	2	30	 pA_I	
radical	2	5	30	 pA_I	
le	2	2	1	 pA_I	
FN	3	21	1	 pA_I	
a	2	2	1	 pA_I	
eu	4	5	2	 pA_I	
non	1	1	1	 pA_I	
pas	1	2	30	 pA_I	
un	1	1	1	 pA_I	
succès	3	4	1	 pA_I	
mais	1	3	30	 pA_I	
il	2	3	1	 pA_I	
a	1	1	1	 pA_I	
engrangé	2	3	1	 pA_I	
un	2	2	1	 pA_I	
certain	1	1	30	 pA_I	
nombre	1	1	1	 pA_I	
d	2	19	29	 pA_I	
électeurs	2	19	29	 pA_I	
et	2	3	1	 pA_I	
ça	3	3	3	 pA_I	
n	2	3	1	 pA_I	
est	2	3	1	 pA_I	
pas	1	1	1	 pA_I	
ça	2	2	2	 pA_L	
	 	 	 	 	 
